business_id,year,gross_revenue,net_income,name,industry,size,region,start_year,incentive_type,duration_years,estimated_savings,corp_tax_before,corp_tax_after
126,2021,218040978,48169297,Smith-Frost,Agriculture,MSME,Region VI,2019,,,,0.3,0.25
126,2022,269020392,31998611,Smith-Frost,Agriculture,MSME,Region VI,2019,,,,0.25,0.25
126,2023,449353640,49014906,Smith-Frost,Agriculture,MSME,Region VI,2019,,,,0.25,0.25
126,2024,265686707,57720595,Smith-Frost,Agriculture,MSME,Region VI,2019,,,,0.25,0.25
127,2018,128005273,33818092,"Mcdaniel, Bentley and Mclaughlin",Manufacturing,MSME,Region VIII,2013,Enhanced Deductions,5.0,25473838.0,0.3,0.3
127,2019,168686829,40998077,"Mcdaniel, Bentley and Mclaughlin",Manufacturing,MSME,Region VIII,2013,Enhanced Deductions,5.0,25473838.0,0.3,0.3
127,2020,355684701,67729891,"Mcdaniel, Bentley and Mclaughlin",Manufacturing,MSME,Region VIII,2013,Enhanced Deductions,5.0,25473838.0,0.3,0.3
127,2021,84723801,4523235,"Mcdaniel, Bentley and Mclaughlin",Manufacturing,MSME,Region VIII,2013,Enhanced Deductions,5.0,25473838.0,0.3,0.25
127,2022,359330153,24410833,"Mcdaniel, Bentley and Mclaughlin",Manufacturing,MSME,Region VIII,2013,Enhanced Deductions,5.0,25473838.0,0.25,0.25
127,2023,420950592,61602623,"Mcdaniel, Bentley and Mclaughlin",Manufacturing,MSME,Region VIII,2013,Enhanced Deductions,5.0,25473838.0,0.25,0.25
127,2024,220442343,47455640,"Mcdaniel, Bentley and Mclaughlin",Manufacturing,MSME,Region VIII,2013,Enhanced Deductions,5.0,25473838.0,0.25,0.25
128,2018,278115885,68454406,Diaz Inc,Education,MSME,Region III,2012,Income Tax Holiday,2.0,19034672.0,0.3,0.3
128,2019,361466285,54156367,Diaz Inc,Education,MSME,Region III,2012,Income Tax Holiday,2.0,19034672.0,0.3,0.3
128,2020,311505277,80070245,Diaz Inc,Education,MSME,Region III,2012,Income Tax Holiday,2.0,19034672.0,0.3,0.3
128,2021,259222649,55528794,Diaz Inc,Education,MSME,Region III,2012,Income Tax Holiday,2.0,19034672.0,0.3,0.25
128,2022,212294621,13972040,Diaz Inc,Education,MSME,Region III,2012,Income Tax Holiday,2.0,19034672.0,0.25,0.25
128,2023,397182898,47349052,Diaz Inc,Education,MSME,Region III,2012,Income Tax Holiday,2.0,19034672.0,0.25,0.25
128,2024,260627811,15965598,Diaz Inc,Education,MSME,Region III,2012,Income Tax Holiday,2.0,19034672.0,0.25,0.25
129,2018,175950673,19857223,"Mccall, Hanson and Alvarado",Agriculture,Large,Region I,2016,Income Tax Holiday,2.0,19961959.0,0.3,0.3
129,2019,44042043,11002607,"Mccall, Hanson and Alvarado",Agriculture,Large,Region I,2016,Income Tax Holiday,2.0,19961959.0,0.3,0.3
129,2020,341193515,73330012,"Mccall, Hanson and Alvarado",Agriculture,Large,Region I,2016,Income Tax Holiday,2.0,19961959.0,0.3,0.3
129,2021,202722814,14518904,"Mccall, Hanson and Alvarado",Agriculture,Large,Region I,2016,Income Tax Holiday,2.0,19961959.0,0.3,0.25
129,2022,391751007,45802365,"Mccall, Hanson and Alvarado",Agriculture,Large,Region I,2016,Income Tax Holiday,2.0,19961959.0,0.25,0.25
129,2023,46603826,8927270,"Mccall, Hanson and Alvarado",Agriculture,Large,Region I,2016,Income Tax Holiday,2.0,19961959.0,0.25,0.25
129,2024,498014998,108720463,"Mccall, Hanson and Alvarado",Agriculture,Large,Region I,2016,Income Tax Holiday,2.0,19961959.0,0.25,0.25
130,2018,182139654,28608001,Cortez LLC,Retail,MSME,Region VII,2017,,,,0.3,0.3
130,2019,14076868,2708302,Cortez LLC,Retail,MSME,Region VII,2017,,,,0.3,0.3
130,2020,364985514,26582258,Cortez LLC,Retail,MSME,Region VII,2017,,,,0.3,0.3
130,2021,392028375,56449660,Cortez LLC,Retail,MSME,Region VII,2017,,,,0.3,0.25
130,2022,118558914,23443087,Cortez LLC,Retail,MSME,Region VII,2017,,,,0.25,0.25
130,2023,247053232,46144710,Cortez LLC,Retail,MSME,Region VII,2017,,,,0.25,0.25
130,2024,197067019,49505873,Cortez LLC,Retail,MSME,Region VII,2017,,,,0.25,0.25
131,2018,37318622,6317673,"Parker, Ortiz and Powell",Agriculture,MSME,Region I,2017,,,,0.3,0.3
131,2019,5283433,1335656,"Parker, Ortiz and Powell",Agriculture,MSME,Region I,2017,,,,0.3,0.3
131,2020,14749662,1672688,"Parker, Ortiz and Powell",Agriculture,MSME,Region I,2017,,,,0.3,0.3
131,2021,238322372,70090276,"Parker, Ortiz and Powell",Agriculture,MSME,Region I,2017,,,,0.3,0.25
131,2022,362912256,19498271,"Parker, Ortiz and Powell",Agriculture,MSME,Region I,2017,,,,0.25,0.25
131,2023,339336015,90507465,"Parker, Ortiz and Powell",Agriculture,MSME,Region I,2017,,,,0.25,0.25
131,2024,271357987,20086866,"Parker, Ortiz and Powell",Agriculture,MSME,Region I,2017,,,,0.25,0.25
132,2018,396359642,85379076,Spencer-Lee,BPO,Large,Region VII,2018,Enhanced Deductions,3.0,1618612.0,0.3,0.3
132,2019,85354080,10828893,Spencer-Lee,BPO,Large,Region VII,2018,Enhanced Deductions,3.0,1618612.0,0.3,0.3
132,2020,113332682,21861127,Spencer-Lee,BPO,Large,Region VII,2018,Enhanced Deductions,3.0,1618612.0,0.3,0.3
132,2021,408672038,93632125,Spencer-Lee,BPO,Large,Region VII,2018,Enhanced Deductions,3.0,1618612.0,0.3,0.25
132,2022,491371189,140855840,Spencer-Lee,BPO,Large,Region VII,2018,Enhanced Deductions,3.0,1618612.0,0.25,0.25
132,2023,221645488,36724297,Spencer-Lee,BPO,Large,Region VII,2018,Enhanced Deductions,3.0,1618612.0,0.25,0.25
132,2024,309153206,65483771,Spencer-Lee,BPO,Large,Region VII,2018,Enhanced Deductions,3.0,1618612.0,0.25,0.25
133,2018,222960702,13173392,"Bentley, Byrd and Orr",Renewable Energy,MSME,Region VI,2019,,,,0.3,0.3
133,2019,285901512,48214893,"Bentley, Byrd and Orr",Renewable Energy,MSME,Region VI,2019,,,,0.3,0.3
133,2020,44832254,4090648,"Bentley, Byrd and Orr",Renewable Energy,MSME,Region VI,2019,,,,0.3,0.3
133,2021,268361753,73343023,"Bentley, Byrd and Orr",Renewable Energy,MSME,Region VI,2019,,,,0.3,0.25
133,2022,129191237,9040251,"Bentley, Byrd and Orr",Renewable Energy,MSME,Region VI,2019,,,,0.25,0.25
133,2023,328165213,97226325,"Bentley, Byrd and Orr",Renewable Energy,MSME,Region VI,2019,,,,0.25,0.25
133,2024,104522062,8671453,"Bentley, Byrd and Orr",Renewable Energy,MSME,Region VI,2019,,,,0.25,0.25
134,2018,355058257,52318139,"Carroll, Sullivan and Bass",ICT,MSME,Region VII,2017,,,,0.3,0.3
134,2019,415513320,23717331,"Carroll, Sullivan and Bass",ICT,MSME,Region VII,2017,,,,0.3,0.3
134,2020,187063070,41876540,"Carroll, Sullivan and Bass",ICT,MSME,Region VII,2017,,,,0.3,0.3
134,2021,289765932,53227477,"Carroll, Sullivan and Bass",ICT,MSME,Region VII,2017,,,,0.3,0.25
134,2022,260096533,55189125,"Carroll, Sullivan and Bass",ICT,MSME,Region VII,2017,,,,0.25,0.25
134,2023,230677231,31857498,"Carroll, Sullivan and Bass",ICT,MSME,Region VII,2017,,,,0.25,0.25
134,2024,456325939,95532115,"Carroll, Sullivan and Bass",ICT,MSME,Region VII,2017,,,,0.25,0.25
135,2018,116671763,33272004,Mitchell-Jordan,BPO,MSME,Region VI,2017,Enhanced Deductions,2.0,27227479.0,0.3,0.3
135,2019,372723179,71904433,Mitchell-Jordan,BPO,MSME,Region VI,2017,Enhanced Deductions,2.0,27227479.0,0.3,0.3
135,2020,496689538,111542015,Mitchell-Jordan,BPO,MSME,Region VI,2017,Enhanced Deductions,2.0,27227479.0,0.3,0.3
135,2021,170768228,17205552,Mitchell-Jordan,BPO,MSME,Region VI,2017,Enhanced Deductions,2.0,27227479.0,0.3,0.25
135,2022,328528025,23957537,Mitchell-Jordan,BPO,MSME,Region VI,2017,Enhanced Deductions,2.0,27227479.0,0.25,0.25
135,2023,418370949,60897158,Mitchell-Jordan,BPO,MSME,Region VI,2017,Enhanced Deductions,2.0,27227479.0,0.25,0.25
135,2024,170767858,16580538,Mitchell-Jordan,BPO,MSME,Region VI,2017,Enhanced Deductions,2.0,27227479.0,0.25,0.25
136,2018,280143223,61079171,"Lawson, Morris and Ramos",FinTech,MSME,Region IV-A,2018,,,,0.3,0.3
136,2019,426786032,83033187,"Lawson, Morris and Ramos",FinTech,MSME,Region IV-A,2018,,,,0.3,0.3
136,2020,184782591,17632370,"Lawson, Morris and Ramos",FinTech,MSME,Region IV-A,2018,,,,0.3,0.3
136,2021,71942012,6200173,"Lawson, Morris and Ramos",FinTech,MSME,Region IV-A,2018,,,,0.3,0.25
136,2022,90115268,7232907,"Lawson, Morris and Ramos",FinTech,MSME,Region IV-A,2018,,,,0.25,0.25
136,2023,42179967,5820549,"Lawson, Morris and Ramos",FinTech,MSME,Region IV-A,2018,,,,0.25,0.25
136,2024,17626653,4294715,"Lawson, Morris and Ramos",FinTech,MSME,Region IV-A,2018,,,,0.25,0.25
137,2018,266074930,67021229,"Lewis, Kennedy and Santana",Healthcare,MSME,Region IV-A,2017,Income Tax Holiday,4.0,20482503.0,0.3,0.3
137,2019,151183207,45097471,"Lewis, Kennedy and Santana",Healthcare,MSME,Region IV-A,2017,Income Tax Holiday,4.0,20482503.0,0.3,0.3
137,2020,307279989,64535240,"Lewis, Kennedy and Santana",Healthcare,MSME,Region IV-A,2017,Income Tax Holiday,4.0,20482503.0,0.3,0.3
137,2021,434250249,121770372,"Lewis, Kennedy and Santana",Healthcare,MSME,Region IV-A,2017,Income Tax Holiday,4.0,20482503.0,0.3,0.25
137,2022,262664722,13585522,"Lewis, Kennedy and Santana",Healthcare,MSME,Region IV-A,2017,Income Tax Holiday,4.0,20482503.0,0.25,0.25
137,2023,31812228,1600080,"Lewis, Kennedy and Santana",Healthcare,MSME,Region IV-A,2017,Income Tax Holiday,4.0,20482503.0,0.25,0.25
137,2024,230950119,67447225,"Lewis, Kennedy and Santana",Healthcare,MSME,Region IV-A,2017,Income Tax Holiday,4.0,20482503.0,0.25,0.25
138,2018,254251560,37860804,"Jackson, Miller and Robertson",Manufacturing,MSME,Region III,2014,Enhanced Deductions,4.0,24041515.0,0.3,0.3
138,2019,170993412,31837072,"Jackson, Miller and Robertson",Manufacturing,MSME,Region III,2014,Enhanced Deductions,4.0,24041515.0,0.3,0.3
138,2020,414372284,65808372,"Jackson, Miller and Robertson",Manufacturing,MSME,Region III,2014,Enhanced Deductions,4.0,24041515.0,0.3,0.3
138,2021,220238902,27405641,"Jackson, Miller and Robertson",Manufacturing,MSME,Region III,2014,Enhanced Deductions,4.0,24041515.0,0.3,0.25
138,2022,245424792,48660732,"Jackson, Miller and Robertson",Manufacturing,MSME,Region III,2014,Enhanced Deductions,4.0,24041515.0,0.25,0.25
138,2023,171166641,46420971,"Jackson, Miller and Robertson",Manufacturing,MSME,Region III,2014,Enhanced Deductions,4.0,24041515.0,0.25,0.25
138,2024,52795944,8180594,"Jackson, Miller and Robertson",Manufacturing,MSME,Region III,2014,Enhanced Deductions,4.0,24041515.0,0.25,0.25
139,2018,113075491,16555861,"Harvey, Davis and Crane",Construction,MSME,Region VII,2011,Special Corporate Income Tax,6.0,573815.0,0.3,0.3
139,2019,191594174,30014684,"Harvey, Davis and Crane",Construction,MSME,Region VII,2011,Special Corporate Income Tax,6.0,573815.0,0.3,0.3
139,2020,23132664,2642511,"Harvey, Davis and Crane",Construction,MSME,Region VII,2011,Special Corporate Income Tax,6.0,573815.0,0.3,0.3
139,2021,182503413,10632021,"Harvey, Davis and Crane",Construction,MSME,Region VII,2011,Special Corporate Income Tax,6.0,573815.0,0.3,0.25
139,2022,223348645,24806436,"Harvey, Davis and Crane",Construction,MSME,Region VII,2011,Special Corporate Income Tax,6.0,573815.0,0.25,0.25
139,2023,173971918,39101562,"Harvey, Davis and Crane",Construction,MSME,Region VII,2011,Special Corporate Income Tax,6.0,573815.0,0.25,0.25
139,2024,257468793,25694088,"Harvey, Davis and Crane",Construction,MSME,Region VII,2011,Special Corporate Income Tax,6.0,573815.0,0.25,0.25
140,2018,321143580,75397670,Chambers and Sons,BPO,MSME,Region V,2021,,,,0.3,0.3
140,2019,151243424,28927055,Chambers and Sons,BPO,MSME,Region V,2021,,,,0.3,0.3
140,2020,335958747,32459618,Chambers and Sons,BPO,MSME,Region V,2021,,,,0.3,0.3
140,2021,254324497,40779625,Chambers and Sons,BPO,MSME,Region V,2021,,,,0.3,0.25
140,2022,64007459,17325729,Chambers and Sons,BPO,MSME,Region V,2021,,,,0.25,0.25
140,2023,308564341,65575620,Chambers and Sons,BPO,MSME,Region V,2021,,,,0.25,0.25
140,2024,78740928,15144041,Chambers and Sons,BPO,MSME,Region V,2021,,,,0.25,0.25
141,2018,209095197,22098234,Hernandez Inc,BPO,MSME,Region I,2016,,,,0.3,0.3
141,2019,115535628,7207845,Hernandez Inc,BPO,MSME,Region I,2016,,,,0.3,0.3
141,2020,204158560,40503244,Hernandez Inc,BPO,MSME,Region I,2016,,,,0.3,0.3
141,2021,391018692,20328771,Hernandez Inc,BPO,MSME,Region I,2016,,,,0.3,0.25
141,2022,202572168,27841750,Hernandez Inc,BPO,MSME,Region I,2016,,,,0.25,0.25
141,2023,91711093,16714718,Hernandez Inc,BPO,MSME,Region I,2016,,,,0.25,0.25
141,2024,253395429,38866137,Hernandez Inc,BPO,MSME,Region I,2016,,,,0.25,0.25
142,2018,115794086,18138172,Riggs PLC,Education,MSME,Region VI,2016,,,,0.3,0.3
142,2019,131041576,38901268,Riggs PLC,Education,MSME,Region VI,2016,,,,0.3,0.3
142,2020,463125570,59513206,Riggs PLC,Education,MSME,Region VI,2016,,,,0.3,0.3
142,2021,160682300,44836995,Riggs PLC,Education,MSME,Region VI,2016,,,,0.3,0.25
142,2022,338270630,88790875,Riggs PLC,Education,MSME,Region VI,2016,,,,0.25,0.25
142,2023,456237858,87816295,Riggs PLC,Education,MSME,Region VI,2016,,,,0.25,0.25
142,2024,185066069,37555645,Riggs PLC,Education,MSME,Region VI,2016,,,,0.25,0.25
143,2018,192196654,53940146,Gibson Ltd,Agriculture,MSME,Region V,2016,Special Corporate Income Tax,2.0,12126925.0,0.3,0.3
143,2019,227236375,48711474,Gibson Ltd,Agriculture,MSME,Region V,2016,Special Corporate Income Tax,2.0,12126925.0,0.3,0.3
143,2020,138151330,17218391,Gibson Ltd,Agriculture,MSME,Region V,2016,Special Corporate Income Tax,2.0,12126925.0,0.3,0.3
143,2021,182386216,43486311,Gibson Ltd,Agriculture,MSME,Region V,2016,Special Corporate Income Tax,2.0,12126925.0,0.3,0.25
143,2022,474578973,130642879,Gibson Ltd,Agriculture,MSME,Region V,2016,Special Corporate Income Tax,2.0,12126925.0,0.25,0.25
143,2023,161852143,38250882,Gibson Ltd,Agriculture,MSME,Region V,2016,Special Corporate Income Tax,2.0,12126925.0,0.25,0.25
143,2024,170029582,38640781,Gibson Ltd,Agriculture,MSME,Region V,2016,Special Corporate Income Tax,2.0,12126925.0,0.25,0.25
144,2018,426746782,29124820,"Lee, Horton and Snyder",Renewable Energy,Large,NCR,2019,,,,0.3,0.3
144,2019,486405625,61451577,"Lee, Horton and Snyder",Renewable Energy,Large,NCR,2019,,,,0.3,0.3
144,2020,70129031,10440843,"Lee, Horton and Snyder",Renewable Energy,Large,NCR,2019,,,,0.3,0.3
144,2021,328991190,64900771,"Lee, Horton and Snyder",Renewable Energy,Large,NCR,2019,,,,0.3,0.25
144,2022,409253861,82614128,"Lee, Horton and Snyder",Renewable Energy,Large,NCR,2019,,,,0.25,0.25
144,2023,452634049,102486216,"Lee, Horton and Snyder",Renewable Energy,Large,NCR,2019,,,,0.25,0.25
144,2024,465487520,53354027,"Lee, Horton and Snyder",Renewable Energy,Large,NCR,2019,,,,0.25,0.25
145,2018,315482819,51336184,Hernandez Ltd,Education,MSME,Region IV-B,2014,,,,0.3,0.3
145,2019,126555603,24517614,Hernandez Ltd,Education,MSME,Region IV-B,2014,,,,0.3,0.3
145,2020,149761440,40326016,Hernandez Ltd,Education,MSME,Region IV-B,2014,,,,0.3,0.3
145,2021,146623519,7960784,Hernandez Ltd,Education,MSME,Region IV-B,2014,,,,0.3,0.25
145,2022,412522857,90344736,Hernandez Ltd,Education,MSME,Region IV-B,2014,,,,0.25,0.25
145,2023,357929629,80499106,Hernandez Ltd,Education,MSME,Region IV-B,2014,,,,0.25,0.25
145,2024,96986042,8391817,Hernandez Ltd,Education,MSME,Region IV-B,2014,,,,0.25,0.25
146,2018,30632489,6075349,Stafford Inc,Education,Large,Region V,2018,,,,0.3,0.3
146,2019,273706178,42433232,Stafford Inc,Education,Large,Region V,2018,,,,0.3,0.3
146,2020,330042452,76153173,Stafford Inc,Education,Large,Region V,2018,,,,0.3,0.3
146,2021,393450821,111659302,Stafford Inc,Education,Large,Region V,2018,,,,0.3,0.25
146,2022,314033360,68224364,Stafford Inc,Education,Large,Region V,2018,,,,0.25,0.25
146,2023,291248083,61347421,Stafford Inc,Education,Large,Region V,2018,,,,0.25,0.25
146,2024,478700986,86451598,Stafford Inc,Education,Large,Region V,2018,,,,0.25,0.25
147,2018,465706963,131999694,Robinson-Brock,ICT,MSME,Region III,2017,Enhanced Deductions,5.0,9588721.0,0.3,0.3
147,2019,58557687,6575694,Robinson-Brock,ICT,MSME,Region III,2017,Enhanced Deductions,5.0,9588721.0,0.3,0.3
147,2020,60625912,17692735,Robinson-Brock,ICT,MSME,Region III,2017,Enhanced Deductions,5.0,9588721.0,0.3,0.3
147,2021,485078679,116449056,Robinson-Brock,ICT,MSME,Region III,2017,Enhanced Deductions,5.0,9588721.0,0.3,0.25
147,2022,244199111,20090795,Robinson-Brock,ICT,MSME,Region III,2017,Enhanced Deductions,5.0,9588721.0,0.25,0.25
147,2023,376123803,35105241,Robinson-Brock,ICT,MSME,Region III,2017,Enhanced Deductions,5.0,9588721.0,0.25,0.25
147,2024,466935151,79231563,Robinson-Brock,ICT,MSME,Region III,2017,Enhanced Deductions,5.0,9588721.0,0.25,0.25
148,2018,28274282,4799065,"Holmes, Williams and Wright",Retail,MSME,Region VI,2010,Enhanced Deductions,6.0,1236190.0,0.3,0.3
148,2019,166790658,45835648,"Holmes, Williams and Wright",Retail,MSME,Region VI,2010,Enhanced Deductions,6.0,1236190.0,0.3,0.3
148,2020,283406286,38808782,"Holmes, Williams and Wright",Retail,MSME,Region VI,2010,Enhanced Deductions,6.0,1236190.0,0.3,0.3
148,2021,159117067,33028616,"Holmes, Williams and Wright",Retail,MSME,Region VI,2010,Enhanced Deductions,6.0,1236190.0,0.3,0.25
148,2022,426104905,65279116,"Holmes, Williams and Wright",Retail,MSME,Region VI,2010,Enhanced Deductions,6.0,1236190.0,0.25,0.25
148,2023,185752691,31235133,"Holmes, Williams and Wright",Retail,MSME,Region VI,2010,Enhanced Deductions,6.0,1236190.0,0.25,0.25
148,2024,319394353,26502679,"Holmes, Williams and Wright",Retail,MSME,Region VI,2010,Enhanced Deductions,6.0,1236190.0,0.25,0.25
149,2018,422549213,34401943,Bryant Group,Education,MSME,Region V,2021,,,,0.3,0.3
149,2019,136229424,7157515,Bryant Group,Education,MSME,Region V,2021,,,,0.3,0.3
149,2020,167012201,19963705,Bryant Group,Education,MSME,Region V,2021,,,,0.3,0.3
149,2021,237377757,62208198,Bryant Group,Education,MSME,Region V,2021,,,,0.3,0.25
149,2022,209817029,59215631,Bryant Group,Education,MSME,Region V,2021,,,,0.25,0.25
149,2023,84661816,19547026,Bryant Group,Education,MSME,Region V,2021,,,,0.25,0.25
149,2024,124961693,23948081,Bryant Group,Education,MSME,Region V,2021,,,,0.25,0.25
150,2018,446823561,25400335,"Schmidt, Hansen and Stewart",BPO,Large,Region II,2019,Enhanced Deductions,2.0,9412408.0,0.3,0.3
150,2019,486701441,114045915,"Schmidt, Hansen and Stewart",BPO,Large,Region II,2019,Enhanced Deductions,2.0,9412408.0,0.3,0.3
150,2020,196003369,15025426,"Schmidt, Hansen and Stewart",BPO,Large,Region II,2019,Enhanced Deductions,2.0,9412408.0,0.3,0.3
150,2021,423107091,33298394,"Schmidt, Hansen and Stewart",BPO,Large,Region II,2019,Enhanced Deductions,2.0,9412408.0,0.3,0.25
150,2022,398976739,106105313,"Schmidt, Hansen and Stewart",BPO,Large,Region II,2019,Enhanced Deductions,2.0,9412408.0,0.25,0.25
150,2023,183948983,48676197,"Schmidt, Hansen and Stewart",BPO,Large,Region II,2019,Enhanced Deductions,2.0,9412408.0,0.25,0.25
150,2024,469027811,65222894,"Schmidt, Hansen and Stewart",BPO,Large,Region II,2019,Enhanced Deductions,2.0,9412408.0,0.25,0.25
151,2018,384556347,76421497,Salazar-Ball,ICT,MSME,Region V,2019,,,,0.3,0.3
151,2019,107174364,14221163,Salazar-Ball,ICT,MSME,Region V,2019,,,,0.3,0.3
151,2020,186130487,38529217,Salazar-Ball,ICT,MSME,Region V,2019,,,,0.3,0.3
151,2021,455747630,76491920,Salazar-Ball,ICT,MSME,Region V,2019,,,,0.3,0.25
151,2022,6243838,1179113,Salazar-Ball,ICT,MSME,Region V,2019,,,,0.25,0.25
151,2023,235985549,69076058,Salazar-Ball,ICT,MSME,Region V,2019,,,,0.25,0.25
151,2024,47349072,13289675,Salazar-Ball,ICT,MSME,Region V,2019,,,,0.25,0.25
152,2018,332214200,34749678,"Simmons, Meadows and Griffin",Renewable Energy,MSME,Region I,2020,Special Corporate Income Tax,6.0,14743156.0,0.3,0.3
152,2019,41928307,4833196,"Simmons, Meadows and Griffin",Renewable Energy,MSME,Region I,2020,Special Corporate Income Tax,6.0,14743156.0,0.3,0.3
152,2020,198539930,37352829,"Simmons, Meadows and Griffin",Renewable Energy,MSME,Region I,2020,Special Corporate Income Tax,6.0,14743156.0,0.3,0.3
152,2021,106550512,12236657,"Simmons, Meadows and Griffin",Renewable Energy,MSME,Region I,2020,Special Corporate Income Tax,6.0,14743156.0,0.3,0.25
152,2022,180694268,26948235,"Simmons, Meadows and Griffin",Renewable Energy,MSME,Region I,2020,Special Corporate Income Tax,6.0,14743156.0,0.25,0.25
152,2023,123802697,8809863,"Simmons, Meadows and Griffin",Renewable Energy,MSME,Region I,2020,Special Corporate Income Tax,6.0,14743156.0,0.25,0.25
152,2024,124626800,35348797,"Simmons, Meadows and Griffin",Renewable Energy,MSME,Region I,2020,Special Corporate Income Tax,6.0,14743156.0,0.25,0.25
153,2018,300670953,42919772,Manning Group,Education,MSME,Region VI,2012,Income Tax Holiday,4.0,18312830.0,0.3,0.3
153,2019,480140424,48578635,Manning Group,Education,MSME,Region VI,2012,Income Tax Holiday,4.0,18312830.0,0.3,0.3
153,2020,482948691,46310816,Manning Group,Education,MSME,Region VI,2012,Income Tax Holiday,4.0,18312830.0,0.3,0.3
153,2021,449965898,68326836,Manning Group,Education,MSME,Region VI,2012,Income Tax Holiday,4.0,18312830.0,0.3,0.25
153,2022,365105362,85878411,Manning Group,Education,MSME,Region VI,2012,Income Tax Holiday,4.0,18312830.0,0.25,0.25
153,2023,22977375,6077373,Manning Group,Education,MSME,Region VI,2012,Income Tax Holiday,4.0,18312830.0,0.25,0.25
153,2024,109637645,13979549,Manning Group,Education,MSME,Region VI,2012,Income Tax Holiday,4.0,18312830.0,0.25,0.25
154,2018,162171694,15532464,Green-Wright,Agriculture,MSME,Region IV-B,2013,Income Tax Holiday,5.0,5651499.0,0.3,0.3
154,2019,223279616,22769624,Green-Wright,Agriculture,MSME,Region IV-B,2013,Income Tax Holiday,5.0,5651499.0,0.3,0.3
154,2020,62864716,3437388,Green-Wright,Agriculture,MSME,Region IV-B,2013,Income Tax Holiday,5.0,5651499.0,0.3,0.3
154,2021,129549056,27959461,Green-Wright,Agriculture,MSME,Region IV-B,2013,Income Tax Holiday,5.0,5651499.0,0.3,0.25
154,2022,388436223,75691222,Green-Wright,Agriculture,MSME,Region IV-B,2013,Income Tax Holiday,5.0,5651499.0,0.25,0.25
154,2023,275816315,64916921,Green-Wright,Agriculture,MSME,Region IV-B,2013,Income Tax Holiday,5.0,5651499.0,0.25,0.25
154,2024,367278970,91911217,Green-Wright,Agriculture,MSME,Region IV-B,2013,Income Tax Holiday,5.0,5651499.0,0.25,0.25
155,2018,217732445,53422340,"Ramirez, Strickland and Washington",Healthcare,MSME,Region V,2014,Special Corporate Income Tax,4.0,13150625.0,0.3,0.3
155,2019,295056470,76065197,"Ramirez, Strickland and Washington",Healthcare,MSME,Region V,2014,Special Corporate Income Tax,4.0,13150625.0,0.3,0.3
155,2020,22539324,4238344,"Ramirez, Strickland and Washington",Healthcare,MSME,Region V,2014,Special Corporate Income Tax,4.0,13150625.0,0.3,0.3
155,2021,489046314,145317249,"Ramirez, Strickland and Washington",Healthcare,MSME,Region V,2014,Special Corporate Income Tax,4.0,13150625.0,0.3,0.25
155,2022,354570131,45543874,"Ramirez, Strickland and Washington",Healthcare,MSME,Region V,2014,Special Corporate Income Tax,4.0,13150625.0,0.25,0.25
155,2023,385022142,105610263,"Ramirez, Strickland and Washington",Healthcare,MSME,Region V,2014,Special Corporate Income Tax,4.0,13150625.0,0.25,0.25
155,2024,310522962,82316177,"Ramirez, Strickland and Washington",Healthcare,MSME,Region V,2014,Special Corporate Income Tax,4.0,13150625.0,0.25,0.25
156,2018,209778184,49993457,Hill Inc,Education,MSME,Region I,2017,,,,0.3,0.3
156,2019,31909602,2815947,Hill Inc,Education,MSME,Region I,2017,,,,0.3,0.3
156,2020,437029511,93285980,Hill Inc,Education,MSME,Region I,2017,,,,0.3,0.3
156,2021,352158530,75948636,Hill Inc,Education,MSME,Region I,2017,,,,0.3,0.25
156,2022,266614806,42535337,Hill Inc,Education,MSME,Region I,2017,,,,0.25,0.25
156,2023,158569978,10481923,Hill Inc,Education,MSME,Region I,2017,,,,0.25,0.25
156,2024,146463319,14218792,Hill Inc,Education,MSME,Region I,2017,,,,0.25,0.25
157,2018,25154066,3157452,"Mitchell, Nelson and Flores",Agriculture,MSME,NCR,2015,,,,0.3,0.3
157,2019,456762048,59212000,"Mitchell, Nelson and Flores",Agriculture,MSME,NCR,2015,,,,0.3,0.3
157,2020,88303983,9456934,"Mitchell, Nelson and Flores",Agriculture,MSME,NCR,2015,,,,0.3,0.3
157,2021,431242869,106880854,"Mitchell, Nelson and Flores",Agriculture,MSME,NCR,2015,,,,0.3,0.25
157,2022,201823687,57885514,"Mitchell, Nelson and Flores",Agriculture,MSME,NCR,2015,,,,0.25,0.25
157,2023,92708346,8389804,"Mitchell, Nelson and Flores",Agriculture,MSME,NCR,2015,,,,0.25,0.25
157,2024,305156227,61756140,"Mitchell, Nelson and Flores",Agriculture,MSME,NCR,2015,,,,0.25,0.25
158,2018,155501516,24185318,"Miller, Hernandez and Reyes",Retail,MSME,NCR,2010,,,,0.3,0.3
158,2019,186645149,17786070,"Miller, Hernandez and Reyes",Retail,MSME,NCR,2010,,,,0.3,0.3
158,2020,408515642,54820153,"Miller, Hernandez and Reyes",Retail,MSME,NCR,2010,,,,0.3,0.3
158,2021,473226943,112851813,"Miller, Hernandez and Reyes",Retail,MSME,NCR,2010,,,,0.3,0.25
158,2022,412364750,37059534,"Miller, Hernandez and Reyes",Retail,MSME,NCR,2010,,,,0.25,0.25
158,2023,112933520,9415170,"Miller, Hernandez and Reyes",Retail,MSME,NCR,2010,,,,0.25,0.25
158,2024,87311978,17977721,"Miller, Hernandez and Reyes",Retail,MSME,NCR,2010,,,,0.25,0.25
